"Private_School_Name","State_Name_Latest","State_Name_2019_20","STATE_not_geo_file","STATE","Private_School_Name_2019_20","PPIN","Total_Students_Private_2019_20","Black_Students_Private_2019_20","Hispanic_Students_Private_2019_20","Native_Students_Private_2019_20","Hawaiian_Students_Private_2019_20","Asian_Students_Private_2019_20","White_Students_Private_2019_20","prop_black","prop_hispanic","prop_native","prop_hawaiian","prop_asian","prop_white","FTE_Teachers_Private_2019_20","LOCALE","urbanicity_geo_data","LAT","LON","urbanicity"
"JEFFERSON COUNTY CHRISTIAN SCHOOL","OHIO","OHIO","OH","OH","JEFFERSON COUNTY CHRISTIAN SCHOOL","A1903449",176,8,3,0,0,2,144,4.91,1.84,0,0,1.23,88.34,20,"23","suburban",40.373381,-80.69905,"suburban"
"ST VINCENT DE PAUL SCHOOL","OHIO","OHIO","OH","OH","ST VINCENT DE PAUL SCHOOL","01059701",223,4,10,0,0,0,139,2.61,6.54,0,0,0,90.85,13.3,"32","town",40.39385,-82.480371,"town"
NA,NA,NA,NA,"OH",NA,"01065318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","town",40.408067,-82.46964,"town"
NA,NA,NA,NA,"OH",NA,"A0502767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.4546,-82.358051,"rural"
NA,NA,NA,NA,"OH",NA,"A2301933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","rural",40.348719,-82.548869,"rural"
NA,NA,NA,NA,"OH",NA,"A2302003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.521948,-82.60304,"rural"
NA,NA,NA,NA,"OH",NA,"A2302108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.547223,-82.326868,"rural"
"CHRISTIAN STAR ACADEMY","OHIO","OHIO","OH","OH","CHRISTIAN STAR ACADEMY","A9105173",14,0,0,0,0,0,14,0,0,0,0,0,100,1,"32","town",40.395617,-82.484222,"town"
"LAKE CATHOLIC HIGH SCHOOL","OHIO","OHIO","OH","OH","LAKE CATHOLIC HIGH SCHOOL","01057828",506,23,15,1,1,6,437,4.55,2.96,0.2,0.2,1.19,86.36,34,"21","suburban",41.68804,-81.375652,"suburban"
"ST GABRIEL SCHOOL","OHIO","OHIO","OH","OH","ST GABRIEL SCHOOL","01057839",531,6,17,0,0,7,471,1.2,3.39,0,0,1.39,93.82,28,"21","suburban",41.678491,-81.283966,"suburban"
"ST MARY OF THE ASSUMPTION SCHOOL","OHIO","OHIO","OH","OH","ST MARY OF THE ASSUMPTION SCHOOL","01057861",378,0,3,0,0,3,276,0,1.02,0,0,1.02,94.2,23.8,"21","suburban",41.667097,-81.333412,"suburban"
"MATER DEI ACADEMY","OHIO","OHIO","OH","OH","MATER DEI ACADEMY","01059031",410,11,7,0,0,2,323,3.1,1.97,0,0,0.56,90.99,23.9,"21","suburban",41.611489,-81.466062,"suburban"
"ALL SAINTS","OHIO","OHIO","OH","OH","ALL SAINTS","01059042",311,1,4,0,0,2,248,0.38,1.53,0,0,0.76,94.66,24.5,"21","suburban",41.598061,-81.48316,"suburban"
"TELSHE HIGH SCHOOL","OHIO","OHIO","OH","OH","TELSHE HIGH SCHOOL","01063831",129,0,0,0,0,0,129,0,0,0,0,0,100,11,"21","suburban",41.593628,-81.485264,"suburban"
"OUR SHEPHERD LUTHERAN SCHOOL","OHIO","OHIO","OH","OH","OUR SHEPHERD LUTHERAN SCHOOL","02049816",151,19,30,0,0,1,78,12.58,19.87,0,0,0.66,51.66,10.4,"21","suburban",41.717966,-81.255333,"suburban"
"CORNERSTONE CHRISTIAN ACADEMY","OHIO","OHIO","OH","OH","CORNERSTONE CHRISTIAN ACADEMY","A0108618",473,141,15,0,0,6,249,31.69,3.37,0,0,1.35,55.96,36.8,"21","suburban",41.58154,-81.439561,"suburban"
"MENTOR CHRISTIAN SCHOOL","OHIO","OHIO","OH","OH","MENTOR CHRISTIAN SCHOOL","A0108655",138,5,3,0,0,3,105,3.94,2.36,0,0,2.36,82.68,11.8,"21","suburban",41.717005,-81.329755,"suburban"
"THE GODDARD SCHOOL","OHIO","OHIO","OH","OH","THE GODDARD SCHOOL","A0307820",60,1,0,0,0,0,13,3.33,0,0,0,0,43.33,2,"21","suburban",41.663669,-81.239024,"suburban"
NA,NA,NA,NA,"OH",NA,"A1502938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.76163,-81.129591,"suburban"
NA,NA,NA,NA,"OH",NA,"A2190653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.703253,-81.378406,"suburban"
"WILLOUGHBY MONTESSORI DAY SCHOOL","OHIO","OHIO","OH","OH","WILLOUGHBY MONTESSORI DAY SCHOOL","K9304346",5,0,0,0,0,0,5,0,0,0,0,0,100,1.3,"21","suburban",41.615161,-81.439208,"suburban"
"ST LAWRENCE SCHOOL","OHIO","OHIO","OH","OH","ST LAWRENCE SCHOOL","01060499",81,0,0,0,0,0,77,0,0,0,0,0,95.06,9.6,"22","suburban",38.53536,-82.680341,"suburban"
"ST JOSEPH HIGH SCHOOL","OHIO","OHIO","OH","OH","ST JOSEPH HIGH SCHOOL","A9105249",72,0,0,0,0,1,70,0,0,0,0,1.39,97.22,10.5,"22","suburban",38.530173,-82.677183,"suburban"
"BLESSED SACRAMENT SCHOOL","OHIO","OHIO","OH","OH","BLESSED SACRAMENT SCHOOL","01059745",145,0,1,0,0,2,139,0,0.69,0,0,1.38,95.86,10.6,"23","suburban",40.06009,-82.385231,"suburban"
"NEWARK CATHOLIC HIGH SCHOOL","OHIO","OHIO","OH","OH","NEWARK CATHOLIC HIGH SCHOOL","01059756",208,0,2,0,0,0,205,0,0.96,0,0,0,98.56,17.9,"23","suburban",40.056848,-82.433964,"suburban"
"ST FRANCIS DE SALES SCHOOL","OHIO","OHIO","OH","OH","ST FRANCIS DE SALES SCHOOL","01059767",293,0,0,1,0,3,241,0,0,0.4,0,1.19,95.26,15.5,"23","suburban",40.060145,-82.40842,"suburban"
"LICKING COUNTY CHRISTIAN ACADEMY","OHIO","OHIO","OH","OH","LICKING COUNTY CHRISTIAN ACADEMY","01641214",68,4,0,0,0,0,59,6.35,0,0,0,0,93.65,10.3,"23","suburban",40.024686,-82.44096,"suburban"
"WELSH HILLS SCHOOL","OHIO","OHIO","OH","OH","WELSH HILLS SCHOOL","01905701",103,4,5,0,0,5,46,6.67,8.33,0,0,8.33,76.67,11.1,"23","suburban",40.05731,-82.475024,"suburban"
"LIBERTY CHRISTIAN ACADEMY","OHIO","OHIO","OH","OH","LIBERTY CHRISTIAN ACADEMY","A0302479",479,13,13,0,0,131,232,3.2,3.2,0,0,32.27,57.14,32,"41","rural",39.969616,-82.687429,"rural"
"MONTESSORI COMMUNITY","OHIO","OHIO","OH","OH","MONTESSORI COMMUNITY","A0902586",70,0,0,0,0,0,9,0,0,0,0,0,90,1,"23","suburban",40.06176,-82.451533,"suburban"
NA,NA,NA,NA,"OH",NA,"A2103017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.213909,-82.555183,"rural"
NA,NA,NA,NA,"OH",NA,"A2301881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","rural",40.1013,-82.399145,"rural"
NA,NA,NA,NA,"OH",NA,"A2302176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","suburban",40.043988,-82.469835,"suburban"
NA,NA,NA,NA,"OH",NA,"A2302244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","suburban",40.035159,-82.431878,"suburban"
"CALVARY CHRISTIAN SCHOOL","OHIO","OHIO","OH","OH","CALVARY CHRISTIAN SCHOOL","02049838",251,15,0,0,0,3,209,6.61,0,0,0,1.32,92.07,19.1,"32","town",40.374909,-83.751864,"town"
"ST JUDE SCHOOL","OHIO","OHIO","OH","OH","ST JUDE SCHOOL","01057362",487,13,21,0,0,8,375,3.04,4.92,0,0,1.87,87.82,18,"22","suburban",41.381958,-82.085103,"suburban"
"ST ANTHONY OF PADUA SCHOOL","OHIO","OHIO","OH","OH","ST ANTHONY OF PADUA SCHOOL","01057679",251,31,54,2,0,2,91,14.29,24.88,0.92,0,0.92,41.94,12.1,"22","suburban",41.47529,-82.159941,"suburban"
"ST PETER SCHOOL","OHIO","OHIO","OH","OH","ST PETER SCHOOL","01057748",362,10,111,1,1,2,145,3.19,35.46,0.32,0.32,0.64,46.33,17,"22","suburban",41.438266,-82.184451,"suburban"
NA,NA,NA,NA,"OH",NA,"01058592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.449149,-82.033899,"suburban"
NA,NA,NA,NA,"OH",NA,"01058606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.451604,-81.989532,"suburban"
NA,NA,NA,NA,"OH",NA,"01058628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","suburban",41.40378,-82.218631,"suburban"
"ST PETER SCHOOL","OHIO","OHIO","OH","OH","ST PETER SCHOOL","01059268",211,1,8,0,0,0,178,0.52,4.15,0,0,0,92.23,13,"21","suburban",41.390711,-82.01515,"suburban"
"FIRST BAPTIST CHRISTIAN SCHOOL","OHIO","OHIO","OH","OH","FIRST BAPTIST CHRISTIAN SCHOOL","01064482",127,3,11,0,0,0,106,2.5,9.17,0,0,0,88.33,13.1,"22","suburban",41.322182,-82.118918,"suburban"
"LAKE RIDGE ACADEMY","OHIO","OHIO","OH","OH","LAKE RIDGE ACADEMY","02162536",420,21,17,0,2,73,299,5,4.05,0,0.48,17.38,71.19,60.6,"21","suburban",41.381762,-82.039683,"suburban"
"CHRISTIAN COMMUNITY SCHOOL","OHIO","OHIO","OH","OH","CHRISTIAN COMMUNITY SCHOOL","A0740111",109,0,3,0,0,3,81,0,3.41,0,0,3.41,92.05,11,"41","rural",41.314768,-82.014406,"rural"
"AVON MONTESSORI ACADEMY","OHIO","OHIO","OH","OH","AVON MONTESSORI ACADEMY","A0990098",41,0,0,0,0,1,14,0,0,0,0,6.67,93.33,3.9,"21","suburban",41.457785,-82.04186,"suburban"
"NORTHERN OHIO ADVENTIST ACADEMY","OHIO","OHIO","OH","OH","NORTHERN OHIO ADVENTIST ACADEMY","A1702873",23,1,4,0,0,0,16,4.35,17.39,0,0,0,69.57,3,"22","suburban",41.490599,-82.102243,"suburban"
NA,NA,NA,NA,"OH",NA,"A2302301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","suburban",41.4756,-82.159812,"suburban"
NA,NA,NA,NA,"OH",NA,"A2302367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","rural",41.162634,-82.194242,"rural"
"ST JOSEPH CATHOLIC SCHOOL","OHIO","OHIO","OH","OH","ST JOSEPH CATHOLIC SCHOOL","01061051",313,4,9,0,0,5,228,1.61,3.63,0,0,2.02,91.94,29.9,"21","suburban",41.560556,-83.653634,"suburban"
"CARDINAL STRITCH CATHOLIC HIGH SCHOOL AND ACADEMY","OHIO","OHIO","OH","OH","CARDINAL STRITCH CATHOLIC HIGH SCHOOL AND ACADEMY","01061164",518,40,106,0,0,1,292,8.46,22.41,0,0,0.21,61.73,40,"21","suburban",41.630817,-83.469554,"suburban"
"ST JOSEPH SCHOOL","OHIO","OHIO","OH","OH","ST JOSEPH SCHOOL","01061299",473,5,10,0,0,4,382,1.25,2.49,0,0,1,95.26,23.5,"21","suburban",41.712749,-83.70367,"suburban"
NA,NA,NA,NA,"OH",NA,"01061335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",41.695978,-83.596504,"city"
NA,NA,NA,NA,"OH",NA,"01061346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",41.67375,-83.544091,"city"
"GESU ELEMENTARY SCHOOL","OHIO","OHIO","OH","OH","GESU ELEMENTARY SCHOOL","01061357",349,285,1,0,0,0,10,85.33,0.3,0,0,0,2.99,24,"11","city",41.660808,-83.5958,"city"
"CCMT ROSARY CATHEDRAL CATHOLIC SCHOOL","OHIO","OHIO","OH","OH","CCMT ROSARY CATHEDRAL CATHOLIC SCHOOL","01061404",151,120,6,0,0,0,8,79.47,3.97,0,0,0,5.3,9.8,"11","city",41.672099,-83.555794,"city"
"ST BENEDICT CATHOLIC SCHOOL","OHIO","OHIO","OH","OH","ST BENEDICT CATHOLIC SCHOOL","01061426",226,48,13,0,0,0,115,23.53,6.37,0,0,0,56.37,14,"11","city",41.65468,-83.673918,"city"
NA,NA,NA,NA,"OH",NA,"01061459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",41.602352,-83.599698,"city"
"REGINA COELI CATHOLIC SCHOOL","OHIO","OHIO","OH","OH","REGINA COELI CATHOLIC SCHOOL","01061481",193,12,22,0,0,1,137,6.22,11.4,0,0,0.52,70.98,17.8,"11","city",41.71639,-83.559361,"city"
"ST FRANCIS DE SALES SCHOOL","OHIO","OHIO","OH","OH","ST FRANCIS DE SALES SCHOOL","01061594",682,94,44,2,0,9,503,13.78,6.45,0.29,0,1.32,73.75,56.3,"11","city",41.662492,-83.598804,"city"
"ST PATRICK OF HEATHERDOWNS SCHOOL","OHIO","OHIO","OH","OH","ST PATRICK OF HEATHERDOWNS SCHOOL","01061685",312,102,0,0,1,5,102,34.93,0,0,0.34,1.71,34.93,29.4,"11","city",41.594202,-83.641836,"city"
NA,NA,NA,NA,"OH",NA,"01061721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",41.684036,-83.616269,"city"
"LIAL CATHOLIC SCHOOL","OHIO","OHIO","OH","OH","LIAL CATHOLIC SCHOOL","01061812",221,3,6,0,0,6,189,1.43,2.86,0,0,2.86,90,20.9,"41","rural",41.536602,-83.791902,"rural"
"ST JOHNS JESUIT HIGH SCHOOL & ACADEMY","OHIO","OHIO","OH","OH","ST JOHNS JESUIT HIGH SCHOOL & ACADEMY","01061889",728,74,35,0,0,24,595,10.16,4.81,0,0,3.3,81.73,59.4,"11","city",41.613095,-83.682375,"city"
"WEST SIDE MONTESSORI","OHIO","OHIO","OH","OH","WEST SIDE MONTESSORI","01064799",388,3,6,1,8,12,120,1.79,3.57,0.6,4.76,7.14,71.43,33.1,"21","suburban",41.658908,-83.709829,"suburban"
"TOLEDO JUNIOR ACADEMY","OHIO","OHIO","OH","OH","TOLEDO JUNIOR ACADEMY","01065114",43,8,13,0,0,0,18,18.6,30.23,0,0,0,41.86,4.3,"11","city",41.6907,-83.660029,"city"
"EMMANUEL CHRISTIAN SCHOOL","OHIO","OHIO","OH","OH","EMMANUEL CHRISTIAN SCHOOL","A0108629",488,187,22,0,0,12,209,38.32,4.51,0,0,2.46,42.83,31.8,"11","city",41.704758,-83.651456,"city"
"MONCLOVA CHRISTIAN ACADEMY","OHIO","OHIO","OH","OH","MONCLOVA CHRISTIAN ACADEMY","A0108659",169,6,5,0,0,3,155,3.55,2.96,0,0,1.78,91.72,16,"21","suburban",41.558134,-83.728501,"suburban"
NA,NA,NA,NA,"OH",NA,"A1502843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.520945,-83.733354,"suburban"
NA,NA,NA,NA,"OH",NA,"A2103019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",41.609762,-83.649147,"city"
NA,NA,NA,NA,"OH",NA,"A2302016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",41.682249,-83.612898,"city"
NA,NA,NA,NA,"OH",NA,"A2302180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.615631,-83.690001,"suburban"
NA,NA,NA,NA,"OH",NA,"A2302348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",41.652549,-83.534193,"city"
"TOLEDO CHRISTIAN SCHOOLS","OHIO","OHIO","OH","OH","TOLEDO CHRISTIAN SCHOOLS","A9105260",575,58,14,0,0,6,440,11.07,2.67,0,0,1.15,83.97,45.1,"11","city",41.600419,-83.600832,"city"
"DISCOVERY EXPRESS SCHOOL ELEMENTARY","OHIO","OHIO","OH","OH","DISCOVERY EXPRESS SCHOOL ELEMENTARY","A9707534",12,0,0,0,0,1,10,0,0,0,0,8.33,83.33,1.1,"21","suburban",41.610987,-83.72784,"suburban"
"TOLEDO ISLAMIC ACADEMY","OHIO","OHIO","OH","OH","TOLEDO ISLAMIC ACADEMY","A9903491",208,8,0,0,0,30,142,4.3,0,0,0,16.13,76.34,19.4,"21","suburban",41.716844,-83.668744,"suburban"
NA,NA,NA,NA,"OH",NA,"BB220498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.69055,-83.680975,"suburban"
"ST PATRICK SCHOOL","OHIO","OHIO","OH","OH","ST PATRICK SCHOOL","01059676",168,4,1,0,0,2,123,3.08,0.77,0,0,1.54,94.62,12.6,"32","town",39.90019,-83.44608,"town"
"SHEKINAH CHRISTIAN SCHOOL","OHIO","OHIO","OH","OH","SHEKINAH CHRISTIAN SCHOOL","A1502981",111,3,3,0,0,0,105,2.7,2.7,0,0,0,94.59,13.5,"42","rural",40.088147,-83.312006,"rural"
"ST NICHOLAS SCHOOL","OHIO","OHIO","OH","OH","ST NICHOLAS SCHOOL","01062088",211,89,16,0,0,0,51,49.44,8.89,0,0,0,28.33,12.1,"21","suburban",41.050556,-80.603062,"suburban"
"ST CHRISTINE ELEMENTARY SCHOOL","OHIO","OHIO","OH","OH","ST CHRISTINE ELEMENTARY SCHOOL","01062281",370,16,0,0,0,3,311,4.85,0,0,0,0.91,94.24,28,"13","city",41.066605,-80.698873,"city"
"URSULINE HIGH SCHOOL","OHIO","OHIO","OH","OH","URSULINE HIGH SCHOOL","01062408",475,95,25,0,0,20,315,20,5.26,0,0,4.21,66.32,32.6,"13","city",41.109741,-80.642957,"city"
"ST JOSEPH THE PROVIDER SCHOOL","OHIO","OHIO","OH","OH","ST JOSEPH THE PROVIDER SCHOOL","01062656",173,136,8,0,0,0,0,78.61,4.62,0,0,0,0,15.5,"13","city",41.123659,-80.670788,"city"
"ST CHARLES ELEMENTARY SCHOOL","OHIO","OHIO","OH","OH","ST CHARLES ELEMENTARY SCHOOL","01062678",276,3,3,0,0,3,265,1.09,1.09,0,0,1.09,96.01,22.3,"21","suburban",41.023674,-80.666541,"suburban"
"HOLY FAMILY ELEMENTARY SCHOOL","OHIO","OHIO","OH","OH","HOLY FAMILY ELEMENTARY SCHOOL","01603493",267,3,4,0,0,2,236,1.2,1.61,0,0,0.8,94.78,21.5,"21","suburban",41.022888,-80.60003,"suburban"
"THE MONTESSORI SCHOOL OF THE MAHONING VALLEY","OHIO","OHIO","OH","OH","THE MONTESSORI SCHOOL OF THE MAHONING VALLEY","02167352",106,4,10,0,4,0,58,4.88,12.2,0,4.88,0,70.73,7.3,"13","city",41.052716,-80.617934,"city"
"POTENTIAL DEVELOPMENT PROGRAM SCHOOL OF AUTISM","OHIO","OHIO","OH","OH","POTENTIAL DEVELOPMENT PROGRAM SCHOOL OF AUTISM","A0302491",152,38,7,0,0,0,93,25,4.61,0,0,0,61.18,20,"13","city",41.076081,-80.656673,"city"
"ACLD SCHOOL","OHIO","OHIO","OH","OH","ACLD SCHOOL","A1792068",62,20,3,0,0,0,32,32.26,4.84,0,0,0,51.61,8,"13","city",41.10117,-80.646058,"city"
"ISLAMIC ACADEMY OF YOUNGSTOWN","OHIO","OHIO","OH","OH","ISLAMIC ACADEMY OF YOUNGSTOWN","A1903446",47,3,0,0,0,0,44,6.38,0,0,0,0,93.62,9,"13","city",41.067082,-80.663468,"city"
NA,NA,NA,NA,"OH",NA,"A1903520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","city",41.060493,-80.657127,"city"
NA,NA,NA,NA,"OH",NA,"A2103009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",40.971363,-80.564816,"suburban"
NA,NA,NA,NA,"OH",NA,"A2302278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","city",41.109489,-80.685581,"city"
NA,NA,NA,NA,"OH",NA,"A2302304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.023044,-80.666109,"suburban"
NA,NA,NA,NA,"OH",NA,"A2302305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","city",41.066676,-80.698775,"city"
NA,NA,NA,NA,"OH",NA,"A2302324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.050556,-80.603062,"suburban"
"AKIVA ACADEMY","OHIO","OHIO","OH","OH","AKIVA ACADEMY","A9105153",153,72,2,0,5,0,72,47.06,1.31,0,3.27,0,47.06,12.1,"13","city",41.133072,-80.660253,"city"
"ST MARY SCHOOL","OHIO","OHIO","OH","OH","ST MARY SCHOOL","01059698",101,5,52,0,0,0,44,4.95,51.49,0,0,0,43.56,11.4,"32","town",40.591663,-83.130148,"town"
"ST FRANCIS XAVIER SCHOOL","OHIO","OHIO","OH","OH","ST FRANCIS XAVIER SCHOOL","01057817",462,2,4,0,0,3,386,0.49,0.99,0,0,0.74,95.31,25.3,"31","town",41.137569,-81.853998,"town"
NA,NA,NA,NA,"OH",NA,"01058322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.250584,-81.840288,"suburban"
"MEDINA CHRISTIAN ACADEMY","OHIO","OHIO","OH","OH","MEDINA CHRISTIAN ACADEMY","02118531",241,5,2,0,0,4,194,2.42,0.97,0,0,1.93,93.72,22.6,"31","town",41.135972,-81.818992,"town"
"NORTHSIDE CHRISTIAN ACADEMY","OHIO","OHIO","OH","OH","NORTHSIDE CHRISTIAN ACADEMY","A0902588",271,2,0,0,0,0,126,1.56,0,0,0,0,98.44,16,"41","rural",41.066859,-81.733193,"rural"
"THE GODDARD SCHOOL - MEDINA","OHIO","OHIO","OH","OH","THE GODDARD SCHOOL - MEDINA","A1101859",106,0,0,0,0,1,10,0,0,0,0,9.09,90.91,1,"31","town",41.13528,-81.801021,"town"
"AMISH PRIVATE SCHOOL #1","OHIO","OHIO","OH","OH","AMISH PRIVATE SCHOOL #1","A1502791",27,0,0,0,0,0,27,0,0,0,0,0,100,2,"42","rural",41.056846,-82.146713,"rural"
"EASTVIEW AMISH SCHOOL","OHIO","OHIO","OH","OH","EASTVIEW AMISH SCHOOL","A1502850",28,0,0,0,0,0,28,0,0,0,0,0,100,1.4,"42","rural",41.056463,-82.105131,"rural"
NA,NA,NA,NA,"OH",NA,"A2102957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",41.001417,-82.146696,"rural"
NA,NA,NA,NA,"OH",NA,"A2102989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","town",41.127025,-81.809111,"town"
NA,NA,NA,NA,"OH",NA,"A2302256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.025771,-81.724257,"suburban"
"THE NURTURY","OHIO","OHIO","OH","OH","THE NURTURY","A9105223",16,0,0,0,0,0,16,0,0,0,0,0,100,1,"31","town",41.141725,-81.854125,"town"
"MID VALLEY CHRISTIAN SCHOOL","OHIO","OHIO","OH","OH","MID VALLEY CHRISTIAN SCHOOL","A0302484",54,0,0,0,0,0,45,0,0,0,0,0,97.83,5.6,"32","town",39.00545,-82.046551,"town"
"IMMACULATE CONCEPTION SCHOOL","OHIO","OHIO","OH","OH","IMMACULATE CONCEPTION SCHOOL","01056802",171,2,2,0,0,0,121,1.57,1.57,0,0,0,95.28,10.6,"32","town",40.552693,-84.573439,"town"
NA,NA,NA,NA,"OH",NA,"01065329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","rural",40.15908,-84.279951,"rural"
NA,NA,NA,NA,"OH",NA,"02049962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","town",40.035115,-84.229439,"town"
"TROY CHRISTIAN HIGH SCHOOL","OHIO","OHIO","OH","OH","TROY CHRISTIAN HIGH SCHOOL","A0108688",343,18,1,0,0,4,297,5.25,0.29,0,0,1.17,86.59,27.6,"31","town",40.035115,-84.229439,"town"
"NICHOLAS SCHOOL","OHIO","OHIO","OH","OH","NICHOLAS SCHOOL","A9702678",33,2,3,0,0,1,27,6.06,9.09,0,0,3.03,81.82,6.9,"32","town",40.14653,-84.212701,"town"
"OVERFIELD EARLY CHILDHOOD PROGRAM","OHIO","OHIO","OH","OH","OVERFIELD EARLY CHILDHOOD PROGRAM","A9707688",111,1,0,0,0,1,22,4.17,0,0,0,4.17,91.67,5,"31","town",40.04361,-84.219271,"town"
"THE MIAMI MONTESSORI SCHOOL","OHIO","OHIO","OH","OH","THE MIAMI MONTESSORI SCHOOL","AA890768",47,1,0,0,1,0,45,2.13,0,0,2.13,0,95.74,5.3,"31","town",40.05087,-84.237561,"town"
"ST SYLVESTERS CENTRAL ELEMENTARY SCHOOL","OHIO","OHIO","OH","OH","ST SYLVESTERS CENTRAL ELEMENTARY SCHOOL","01060364",113,0,0,0,0,0,88,0,0,0,0,0,100,10.6,"42","rural",39.756881,-81.117507,"rural"
"COVENANT CHRISTIAN ACADEMY","OHIO","OHIO","OH","OH","COVENANT CHRISTIAN ACADEMY","BB182126",48,0,0,0,0,0,36,0,0,0,0,0,94.74,6.6,"42","rural",39.763312,-81.112216,"rural"
"CHAMINADE JULIENNE HIGH SCHOOL","OHIO","OHIO","OH","OH","CHAMINADE JULIENNE HIGH SCHOOL","01055707",695,191,64,2,0,8,388,27.48,9.21,0.29,0,1.15,55.83,59.3,"12","city",39.75294,-84.192181,"city"
"INCARNATION CATHOLIC SCHOOL","OHIO","OHIO","OH","OH","INCARNATION CATHOLIC SCHOOL","01055762",872,20,42,0,0,21,707,2.42,5.08,0,0,2.54,85.49,50.4,"21","suburban",39.636358,-84.160691,"suburban"
"MOTHER MARIA A. BRUNNER","OHIO","OHIO","OH","OH","MOTHER MARIA A. BRUNNER","01055795",205,153,14,0,0,0,9,80.95,7.41,0,0,0,4.76,14.3,"21","suburban",39.81672,-84.273028,"suburban"
"ST ANTHONY ELEMENTARY SCHOOL","OHIO","OHIO","OH","OH","ST ANTHONY ELEMENTARY SCHOOL","01055853",194,32,30,0,0,0,105,16.49,15.46,0,0,0,54.12,10.3,"12","city",39.748586,-84.153785,"city"
"ST HELEN ELEMENTARY SCHOOL","OHIO","OHIO","OH","OH","ST HELEN ELEMENTARY SCHOOL","01055864",429,36,89,0,0,2,220,9.16,22.65,0,0,0.51,55.98,26.1,"21","suburban",39.75906,-84.118971,"suburban"
"ST PETER ELEMENTARY SCHOOL","OHIO","OHIO","OH","OH","ST PETER ELEMENTARY SCHOOL","01055886",554,32,20,0,2,19,225,7.51,4.69,0,0.47,4.46,52.82,25.6,"21","suburban",39.84847,-84.116261,"suburban"
